age,annual_income,employment_length_years,loan_amount,loan_term_months,credit_history_years,num_credit_lines,num_delinquencies_2y,revolving_utilization,debt_to_income,inquiries_6m,home_ownership,loan_purpose,default
24,53741.85,10.0,17602.18,36,6.1,5,1,0.282,0.108,0,RENT,home_improvement,0
42,129809.19,11.0,22695.87,12,6.3,5,0,0.291,0.429,1,MORTGAGE,car,0
37,27046.38,3.1,36555.24,36,16.3,2,0,0.625,0.205,1,RENT,credit_card,0
55,39419.27,1.4,27251.78,24,10.2,4,0,0.245,0.385,2,MORTGAGE,small_business,0
34,51496.98,10.9,5232.86,36,4.2,8,0,0.508,0.249,0,OWN,debt_consolidation,0
29,35827.78,5.6,11496.26,12,9.8,5,0,0.651,0.325,0,RENT,home_improvement,1
48,54358.99,4.4,6796.6,36,4.1,7,0,0.561,0.47,2,RENT,credit_card,1
48,64584.22,11.3,12758.45,60,8.4,4,1,0.319,0.218,1,MORTGAGE,car,0
40,70718.77,5.0,37910.96,36,2.3,7,0,0.567,0.07,1,OWN,debt_consolidation,0
45,124044.04,4.0,16793.16,48,5.2,4,0,0.478,0.414,1,MORTGAGE,small_business,0
38,26452.08,5.5,11736.74,24,7.0,3,0,0.21,0.529,3,RENT,major_purchase,0
41,65236.09,0.5,7010.89,48,7.4,2,0,0.173,0.309,0,RENT,credit_card,0
51,37955.95,5.6,9086.38,12,6.5,9,0,0.267,0.342,1,RENT,debt_consolidation,0
45,68631.53,14.2,21581.85,24,19.4,2,0,0.156,0.069,2,MORTGAGE,credit_card,0
36,68681.33,6.1,6757.14,36,0.6,4,0,0.274,0.519,3,RENT,major_purchase,1
53,31482.73,4.6,27475.59,24,11.8,1,0,0.654,0.439,1,MORTGAGE,debt_consolidation,0
18,33003.41,11.5,17985.71,24,1.0,7,0,0.756,0.344,2,MORTGAGE,medical,1
61,71783.05,7.6,5483.48,48,0.7,4,0,0.34,0.257,2,OWN,car,0
19,54878.26,10.0,26504.14,12,2.0,6,1,0.503,0.624,0,MORTGAGE,other,0
31,48012.08,5.2,4952.6,60,9.7,8,0,0.336,0.172,0,OWN,other,0
38,77799.69,2.2,4164.76,48,14.6,6,1,0.346,0.412,1,RENT,debt_consolidation,1
36,81019.5,6.3,16143.56,36,5.6,5,1,0.389,0.317,1,MORTGAGE,debt_consolidation,0
49,40485.67,12.2,19511.32,36,0.3,3,0,0.337,0.225,0,OWN,home_improvement,0
26,33906.8,10.7,9140.29,48,9.0,6,0,0.408,0.426,2,MORTGAGE,small_business,0
41,27063.59,1.2,6943.17,36,3.9,5,1,0.235,0.322,1,MORTGAGE,car,1
32,55182.42,9.1,9738.06,36,1.2,1,0,0.302,0.437,1,RENT,small_business,1
41,24766.86,7.0,13230.83,60,6.0,3,0,0.197,0.29,3,RENT,home_improvement,0
37,57221.54,5.1,11747.0,60,7.5,5,0,0.145,0.447,0,MORTGAGE,car,1
39,105795.18,1.8,7167.75,60,6.9,5,0,0.4,0.459,2,MORTGAGE,major_purchase,1
32,44604.82,9.9,5212.64,60,3.5,4,0,0.457,0.509,1,MORTGAGE,debt_consolidation,0
32,40339.55,4.1,8782.71,48,4.5,4,2,0.25,0.664,1,OWN,major_purchase,1
41,162561.98,1.8,6027.25,36,2.8,4,0,0.646,0.046,1,OWN,other,0
48,124285.42,5.5,14272.4,36,4.1,5,0,0.35,0.255,2,MORTGAGE,small_business,1
31,35577.59,1.5,21828.59,48,4.1,6,1,0.633,0.237,0,MORTGAGE,major_purchase,0
28,58481.0,5.5,7720.36,60,9.0,6,0,0.28,0.516,0,OWN,small_business,0
45,64911.04,3.0,19087.44,12,8.1,6,1,0.505,0.206,0,RENT,home_improvement,0
38,60597.76,12.7,28507.51,60,10.0,7,1,0.214,0.524,0,MORTGAGE,car,0
47,146982.73,5.2,7155.05,48,11.9,5,0,0.773,0.418,1,MORTGAGE,medical,0
28,56838.91,8.1,13518.29,12,0.8,2,1,0.648,0.421,1,RENT,credit_card,0
18,61727.15,12.2,11069.66,48,1.0,3,1,0.35,0.211,0,MORTGAGE,medical,0
32,79123.43,6.5,5558.36,60,5.6,4,0,0.373,0.543,2,RENT,car,0
30,104240.48,8.3,10944.14,60,2.2,7,0,0.101,0.571,0,RENT,home_improvement,0
37,90698.36,25.0,8376.91,12,3.3,5,0,0.099,0.576,1,MORTGAGE,credit_card,0
31,72834.62,9.3,7884.68,60,5.3,0,1,0.535,0.417,1,RENT,home_improvement,0
46,22987.71,8.3,9436.53,24,4.7,3,1,0.29,0.543,0,RENT,medical,0
35,41420.21,2.0,8012.04,12,12.9,9,0,0.269,0.396,1,OWN,debt_consolidation,1
40,85023.39,6.0,24203.19,24,1.4,4,1,0.645,0.464,1,MORTGAGE,credit_card,0
40,62175.68,20.6,3148.09,36,5.1,4,0,0.252,0.144,3,MORTGAGE,debt_consolidation,0
40,85337.63,8.1,6276.42,48,20.8,6,0,0.368,0.393,1,RENT,major_purchase,1
38,152961.47,6.8,10419.44,24,5.1,3,0,0.345,0.226,1,MORTGAGE,medical,0
44,28358.16,5.1,6604.14,36,3.8,13,0,0.313,0.276,0,RENT,medical,1
29,101300.9,3.1,16497.2,24,6.3,4,0,0.192,0.437,4,MORTGAGE,other,0
53,45175.04,2.7,12946.01,24,3.3,4,0,0.535,0.704,0,RENT,debt_consolidation,1
35,90621.1,6.0,10054.3,60,13.8,7,1,0.622,0.022,2,OWN,debt_consolidation,0
24,52961.93,8.0,11531.35,48,7.0,9,1,0.463,0.486,2,RENT,medical,1
40,174530.1,2.9,10594.08,48,1.8,5,0,0.192,0.371,2,MORTGAGE,credit_card,0
29,58194.6,2.8,5857.75,24,11.5,3,0,0.262,0.202,2,RENT,home_improvement,0
45,38090.39,1.3,15966.87,24,9.5,3,1,0.148,0.29,2,MORTGAGE,credit_card,0
62,68249.89,8.2,5342.13,60,19.6,4,1,0.201,0.185,2,MORTGAGE,home_improvement,0
29,64742.2,7.1,11601.84,60,7.8,7,0,0.542,0.424,1,RENT,debt_consolidation,0
42,101311.32,9.1,12560.27,12,6.4,10,0,0.206,0.12,2,RENT,major_purchase,0
19,69315.86,1.6,8357.94,36,2.0,8,2,0.739,0.376,0,OWN,car,1
43,211353.12,2.6,7855.55,36,16.1,2,0,0.638,0.207,0,MORTGAGE,debt_consolidation,0
28,50956.51,0.1,7885.55,48,3.4,5,0,0.31,0.5,1,RENT,credit_card,0
31,51287.84,2.4,4054.04,36,6.2,6,0,0.422,0.072,2,RENT,debt_consolidation,0
26,38865.52,2.8,32304.64,36,9.0,3,1,0.512,0.652,3,RENT,car,0
46,56790.12,9.7,16652.77,12,8.1,12,1,0.302,0.386,0,RENT,small_business,0
49,61517.84,10.3,12204.61,48,6.6,6,1,0.445,0.167,2,MORTGAGE,credit_card,0
38,63238.32,4.2,7182.45,24,1.9,6,0,0.41,0.543,0,OWN,credit_card,0
28,56215.8,22.4,10235.79,36,4.3,5,0,0.487,0.136,1,MORTGAGE,debt_consolidation,0
55,38738.85,11.4,8288.74,36,10.9,6,1,0.493,0.489,1,RENT,credit_card,0
30,33359.04,5.2,29301.62,24,4.1,4,0,0.54,0.437,2,MORTGAGE,small_business,1
18,44075.28,4.5,3567.97,48,1.0,7,0,0.27,0.617,2,RENT,car,1
43,101503.21,5.1,4629.78,12,3.7,6,0,0.273,0.404,2,MORTGAGE,home_improvement,0
26,114260.91,0.4,4157.46,60,7.7,5,0,0.185,0.28,2,MORTGAGE,other,0
49,51930.91,2.6,17370.95,60,4.5,9,0,0.396,0.481,1,MORTGAGE,credit_card,1
34,32277.62,15.7,7162.89,48,17.0,7,1,0.669,0.689,0,MORTGAGE,debt_consolidation,1
45,51810.83,5.3,14793.39,60,4.0,2,0,0.718,0.252,1,OWN,car,0
53,171170.6,5.7,10733.75,48,9.2,8,0,0.104,0.259,1,RENT,small_business,0
25,93848.05,8.2,19824.29,36,7.7,6,0,0.764,0.126,1,MORTGAGE,small_business,0
32,73343.45,8.4,18821.46,48,2.5,5,2,0.647,0.459,1,MORTGAGE,major_purchase,1
37,91993.82,13.7,12147.32,12,6.5,5,0,0.152,0.466,0,MORTGAGE,credit_card,0
55,126413.26,13.1,18829.67,48,6.6,6,0,0.34,0.417,0,RENT,debt_consolidation,0
31,28736.51,5.6,5587.4,12,3.1,3,0,0.502,0.273,2,RENT,home_improvement,1
31,43668.32,13.7,2909.63,60,3.9,4,1,0.437,0.17,0,MORTGAGE,medical,1
43,40505.91,7.7,14033.51,60,13.0,5,0,0.658,0.297,1,RENT,debt_consolidation,0
32,74825.42,4.7,10550.82,24,13.9,5,0,0.559,0.661,1,MORTGAGE,credit_card,1
40,59163.55,9.8,6796.15,48,6.0,4,1,0.488,0.097,1,MORTGAGE,major_purchase,0
21,82122.82,10.5,9496.96,48,4.0,7,0,0.044,0.316,3,RENT,car,0
62,40995.27,7.4,3723.2,36,2.6,5,0,0.212,0.36,1,RENT,debt_consolidation,0
23,115217.12,7.6,7183.78,12,3.2,2,1,0.179,0.077,1,MORTGAGE,car,0
34,52149.32,17.1,25147.06,24,9.2,5,0,0.198,0.413,4,OWN,home_improvement,0
38,79379.87,7.3,17928.31,48,12.9,6,0,0.355,0.58,0,MORTGAGE,credit_card,1
59,104555.53,4.7,18492.33,36,1.7,2,0,0.227,0.571,2,RENT,debt_consolidation,1
23,100039.3,3.0,8891.65,12,6.0,6,2,0.385,0.493,1,RENT,small_business,1
60,66069.05,5.1,15817.79,36,3.3,8,0,0.175,0.259,0,OWN,debt_consolidation,0
46,85019.91,2.9,26589.65,48,20.7,7,0,0.804,0.135,1,OWN,home_improvement,1
43,141197.28,4.1,19914.43,60,7.1,2,1,0.726,0.184,0,MORTGAGE,debt_consolidation,0
27,71860.4,3.2,17209.91,48,10.0,12,0,0.476,0.221,2,OWN,other,0
44,36268.12,5.9,2575.92,48,1.6,3,1,0.806,0.489,3,MORTGAGE,car,1
30,74658.37,7.7,16038.31,48,11.6,4,1,0.859,0.733,1,OWN,credit_card,0
52,53076.81,6.0,9413.2,24,3.1,3,0,0.5,0.193,1,RENT,major_purchase,0
27,14892.3,8.0,6056.24,24,10.0,4,0,0.331,0.648,1,MORTGAGE,debt_consolidation,1
37,69849.55,2.5,16065.15,36,4.0,6,0,0.671,0.406,0,OWN,small_business,1
32,57766.13,2.9,11418.59,36,15.0,8,0,0.026,0.466,1,RENT,car,0
27,102337.33,2.2,14440.01,24,6.6,3,3,0.162,0.307,2,RENT,debt_consolidation,0
46,35862.54,6.8,7532.34,48,9.1,6,1,0.306,0.62,0,MORTGAGE,debt_consolidation,1
44,23667.54,12.4,4729.76,48,3.6,8,0,0.277,0.633,1,RENT,car,0
51,59443.08,2.4,35685.39,24,2.2,6,0,0.363,0.523,0,RENT,debt_consolidation,0
18,66775.9,7.9,5567.97,36,1.0,3,1,0.429,0.151,1,MORTGAGE,debt_consolidation,0
50,57045.71,7.1,7730.7,24,3.8,4,0,0.497,0.236,1,RENT,major_purchase,1
66,54796.95,16.2,18560.42,24,2.3,6,0,0.772,0.608,2,RENT,small_business,1
33,30097.58,11.9,25189.73,36,1.4,6,1,0.218,0.499,1,RENT,small_business,1
59,50191.23,6.7,12526.31,36,8.6,9,0,0.602,0.606,3,RENT,credit_card,0
35,44728.98,25.2,18834.82,36,5.6,5,0,0.546,0.326,0,OWN,credit_card,0
23,97732.54,6.0,14887.15,36,6.0,4,0,0.374,0.232,0,RENT,major_purchase,0
35,66744.62,7.1,6268.52,36,8.2,3,0,0.26,0.358,1,MORTGAGE,home_improvement,0
50,46495.07,13.0,5510.17,36,9.4,6,0,0.584,0.378,1,MORTGAGE,debt_consolidation,0
29,139823.57,6.5,19988.4,36,2.8,5,0,0.049,0.518,2,MORTGAGE,debt_consolidation,0
31,46728.09,7.0,15993.33,36,13.3,7,1,0.647,0.377,1,MORTGAGE,debt_consolidation,0
45,73628.15,3.9,57399.73,12,17.0,3,0,0.288,0.541,1,MORTGAGE,debt_consolidation,0
38,49424.09,4.9,6663.87,36,10.6,8,0,0.462,0.155,2,RENT,debt_consolidation,0
44,132870.98,22.0,11093.19,24,2.5,10,1,0.357,0.28,1,OWN,credit_card,0
41,56827.34,6.3,11685.38,12,2.3,4,0,0.549,0.231,0,OWN,other,0
43,57758.62,6.1,4735.59,36,10.8,6,1,0.475,0.258,1,MORTGAGE,home_improvement,1
33,50164.92,4.9,7912.29,12,7.7,6,0,0.223,0.5,1,MORTGAGE,home_improvement,1
41,60359.98,1.8,14815.7,36,24.0,3,0,0.553,0.229,1,RENT,credit_card,1
28,104793.37,4.6,14722.01,36,11.0,8,0,0.573,0.534,1,OWN,medical,0
52,86268.01,1.0,7451.46,60,5.9,5,0,0.632,0.316,0,MORTGAGE,medical,1
31,55019.44,2.0,9979.78,36,14.0,8,1,0.424,0.119,1,RENT,major_purchase,0
50,138099.37,6.6,35354.27,36,4.2,8,0,0.227,0.099,4,RENT,home_improvement,0
35,87565.48,12.4,10683.92,36,4.2,3,1,0.584,0.432,1,RENT,debt_consolidation,1
40,42574.06,6.3,7428.84,24,10.3,6,1,0.525,0.216,3,RENT,major_purchase,1
33,25356.96,9.2,38228.01,36,4.6,10,1,0.343,0.475,1,RENT,major_purchase,1
27,43120.01,3.1,13279.27,60,7.1,3,0,0.376,0.715,1,MORTGAGE,medical,0
19,68005.36,2.2,6546.29,24,2.0,4,0,0.315,0.491,3,MORTGAGE,car,1
26,75241.65,2.5,20529.87,36,3.9,3,0,0.154,0.144,0,OWN,major_purchase,0
34,114407.94,4.0,5833.72,36,4.9,4,1,0.173,0.282,0,RENT,debt_consolidation,0
40,29673.2,2.0,6385.21,36,5.6,3,0,0.218,0.238,2,RENT,home_improvement,0
49,42551.25,3.0,8028.51,48,15.2,1,1,0.608,0.133,2,OWN,other,1
33,28347.57,0.2,6457.51,48,5.8,4,0,0.105,0.677,0,RENT,small_business,1
28,25943.09,4.7,6866.86,36,5.2,6,0,0.329,0.525,0,MORTGAGE,credit_card,1
22,38357.28,4.7,5633.63,36,5.0,8,1,0.208,0.136,0,OWN,home_improvement,0
43,66279.55,3.6,11628.64,48,7.1,7,0,0.279,0.415,1,RENT,small_business,1
53,82806.92,7.7,5193.98,36,4.1,4,0,0.369,0.622,0,MORTGAGE,debt_consolidation,1
52,32157.64,16.2,4865.26,36,4.4,5,0,0.616,0.167,1,RENT,debt_consolidation,0
46,34714.0,12.5,14404.12,36,3.7,5,0,0.18,0.508,0,RENT,car,0
45,20355.31,4.1,9564.35,48,8.6,5,0,0.463,0.129,0,RENT,debt_consolidation,1
57,60955.16,5.7,10949.33,36,4.5,3,0,0.13,0.682,0,RENT,small_business,0
42,36218.44,4.5,9363.24,48,24.1,7,1,0.305,0.422,2,OWN,home_improvement,0
45,135221.2,11.2,41387.69,60,20.8,4,0,0.29,0.468,1,OWN,car,1
34,67873.08,7.2,11064.21,36,5.8,7,0,0.267,0.124,0,OWN,credit_card,0
23,49301.26,7.0,9803.34,60,6.0,3,1,0.307,0.701,1,RENT,credit_card,1
30,38077.86,4.7,13705.17,48,7.4,4,0,0.644,0.55,0,OWN,other,1
38,23811.68,11.0,13278.55,36,1.2,4,0,0.441,0.116,1,RENT,other,0
39,25531.56,3.6,19510.52,36,15.7,5,0,0.122,0.824,0,MORTGAGE,debt_consolidation,0
59,38477.25,1.7,12130.65,36,2.2,1,0,0.274,0.437,0,MORTGAGE,credit_card,0
39,36886.59,6.0,14079.53,60,4.5,8,0,0.129,0.087,0,MORTGAGE,credit_card,0
51,31271.28,7.8,17344.93,36,3.5,2,0,0.063,0.182,2,MORTGAGE,car,1
33,66662.78,9.2,20924.55,36,9.9,5,1,0.544,0.42,3,MORTGAGE,debt_consolidation,1
35,71886.67,6.8,8337.79,24,2.6,7,0,0.527,0.772,0,RENT,debt_consolidation,0
23,42097.86,6.4,4497.46,48,5.4,7,1,0.389,0.385,0,MORTGAGE,credit_card,0
30,157052.24,3.4,4043.26,36,7.7,9,0,0.599,0.215,1,MORTGAGE,debt_consolidation,0
44,20729.2,7.7,14839.7,60,3.6,4,0,0.753,0.393,0,MORTGAGE,other,1
38,55937.49,4.2,12418.58,36,2.5,6,0,0.316,0.176,0,MORTGAGE,debt_consolidation,0
48,48039.6,5.4,4945.21,48,8.8,5,0,0.074,0.444,2,RENT,credit_card,0
40,40019.2,13.0,10938.55,24,4.2,6,0,0.407,0.114,0,MORTGAGE,home_improvement,0
34,36911.76,8.5,8425.64,24,11.7,5,0,0.659,0.16,2,RENT,debt_consolidation,0
62,53969.38,4.9,6823.87,12,7.6,2,0,0.505,0.272,0,OWN,home_improvement,0
37,47856.38,2.7,3626.95,60,9.2,4,0,0.731,0.234,0,MORTGAGE,home_improvement,0
51,43672.24,2.2,8681.8,36,13.2,4,0,0.326,0.39,3,MORTGAGE,medical,1
34,26521.32,9.1,13586.32,24,7.5,4,0,0.529,0.2,1,OWN,major_purchase,0
46,22248.69,4.6,32121.12,36,4.5,1,0,0.265,0.703,1,OWN,credit_card,1
48,46226.84,6.8,4856.79,48,3.6,6,0,0.624,0.468,3,RENT,medical,0
40,43427.46,1.7,8398.34,36,13.1,3,1,0.477,0.468,1,RENT,major_purchase,1
18,48612.2,8.1,28945.76,24,1.0,7,0,0.537,0.38,2,MORTGAGE,small_business,0
38,51034.54,0.9,19717.16,12,8.4,4,0,0.641,0.08,1,OWN,debt_consolidation,0
52,40644.7,4.0,17805.08,36,0.9,5,0,0.588,0.575,2,MORTGAGE,credit_card,1
44,48202.97,7.6,10943.61,60,20.0,3,0,0.135,0.398,0,RENT,debt_consolidation,0
43,33879.3,4.7,17919.9,36,5.5,7,0,0.66,0.473,2,RENT,credit_card,1
19,125262.92,5.5,6736.38,60,1.0,5,1,0.205,0.142,2,MORTGAGE,major_purchase,0
30,34896.54,5.5,6149.74,60,5.5,7,1,0.306,0.449,1,MORTGAGE,major_purchase,0
43,44177.05,10.9,4208.01,24,6.8,2,0,0.486,0.351,0,MORTGAGE,major_purchase,0
43,36385.16,4.0,10572.46,60,4.5,9,1,0.512,0.503,0,RENT,debt_consolidation,1
51,36050.65,4.7,16161.94,12,4.5,2,0,0.596,0.41,0,MORTGAGE,debt_consolidation,0
36,54915.61,1.0,13738.42,36,16.1,2,0,0.196,0.275,1,RENT,major_purchase,1
42,51214.15,1.0,30645.79,36,0.3,5,1,0.309,0.23,1,MORTGAGE,home_improvement,0
38,42078.69,2.8,6941.72,48,1.6,4,0,0.436,0.07,0,RENT,major_purchase,0
27,46355.17,1.1,21100.05,48,2.2,6,0,0.271,0.106,1,RENT,credit_card,1
18,36464.79,15.6,11859.67,24,1.0,2,0,0.426,0.305,1,MORTGAGE,car,0
43,67572.01,9.8,20399.0,60,1.8,9,0,0.092,0.578,3,RENT,major_purchase,1
40,167771.13,19.2,10635.31,24,11.7,8,0,0.181,0.412,0,RENT,major_purchase,0
31,33484.48,7.5,10811.89,60,14.0,3,0,0.31,0.382,1,RENT,debt_consolidation,0
20,67284.14,3.0,12771.12,60,3.0,7,0,0.225,0.681,2,RENT,debt_consolidation,1
45,55532.4,5.0,11122.79,48,10.2,4,0,0.111,0.317,0,RENT,home_improvement,0
35,78256.44,5.4,25993.68,36,6.7,8,0,0.496,0.518,0,MORTGAGE,major_purchase,1
44,79478.05,10.6,3010.4,60,2.8,9,2,0.552,0.773,0,MORTGAGE,other,1
59,60656.19,6.5,7369.1,24,3.5,4,0,0.349,0.501,0,RENT,debt_consolidation,0
18,53002.73,3.0,7517.41,36,1.0,6,1,0.71,0.398,1,MORTGAGE,other,1
30,42661.51,4.7,19321.86,36,2.1,5,0,0.42,0.373,3,MORTGAGE,debt_consolidation,0
36,35570.5,5.6,8172.58,24,13.1,1,1,0.332,0.576,1,RENT,debt_consolidation,0
54,51366.16,3.9,10634.86,24,8.0,4,0,0.431,0.333,4,RENT,car,1
20,26728.24,3.8,8788.37,48,3.0,2,1,0.286,0.188,1,RENT,debt_consolidation,0
59,39080.51,6.3,16533.57,24,8.6,5,0,0.478,0.655,1,OWN,medical,0
39,99585.27,3.1,10144.84,36,1.9,4,0,0.477,0.609,0,MORTGAGE,medical,1
37,57192.71,2.9,18327.53,24,9.1,2,0,0.236,0.165,0,MORTGAGE,debt_consolidation,0
36,88518.37,6.3,19756.18,36,6.0,4,0,0.385,0.326,0,MORTGAGE,home_improvement,0
33,121577.13,3.6,35313.38,48,13.2,5,0,0.485,0.492,1,RENT,small_business,0
50,49150.08,8.4,18408.72,36,5.2,6,0,0.472,0.318,1,RENT,credit_card,0
26,60720.05,5.1,14610.7,60,0.8,8,0,0.329,0.479,0,MORTGAGE,small_business,0
42,45889.19,6.7,32664.98,36,7.1,6,0,0.473,0.264,1,RENT,home_improvement,0
34,34650.48,9.1,21617.28,24,10.8,9,0,0.642,0.45,3,RENT,debt_consolidation,1
30,32076.13,3.6,11553.64,60,6.1,6,1,0.406,0.363,1,MORTGAGE,major_purchase,0
66,86140.31,9.6,9141.73,36,1.4,2,0,0.214,0.326,1,OWN,credit_card,0
43,60763.53,13.8,22695.25,60,11.9,3,0,0.544,0.046,0,OWN,small_business,0
45,149586.74,11.9,8683.24,24,1.8,3,0,0.404,0.224,3,MORTGAGE,debt_consolidation,0
51,92468.99,4.6,14068.65,36,6.6,3,0,0.543,0.529,1,RENT,credit_card,0
22,36236.89,6.0,4284.5,24,5.0,3,0,0.726,0.493,0,RENT,credit_card,0
57,86007.36,10.1,9820.05,12,5.0,1,0,0.723,0.351,1,RENT,home_improvement,0
18,45807.74,5.0,25946.98,60,1.0,4,1,0.269,0.485,0,RENT,major_purchase,0
30,105796.51,10.8,5864.45,12,5.4,7,0,0.519,0.292,1,MORTGAGE,credit_card,0
33,41461.33,15.3,17338.17,36,2.5,6,1,0.346,0.227,2,MORTGAGE,debt_consolidation,0
44,30368.64,2.8,2968.94,12,6.7,5,1,0.528,0.592,0,MORTGAGE,major_purchase,0
40,34973.11,0.5,23372.67,36,3.9,4,0,0.454,0.31,2,OWN,credit_card,1
36,35969.78,3.6,6799.67,12,2.1,2,1,0.475,0.315,2,RENT,debt_consolidation,0
38,34127.59,7.7,8905.48,48,3.9,4,0,0.191,0.235,3,RENT,medical,0
27,39539.9,2.9,25533.45,24,2.6,4,0,0.299,0.484,1,RENT,credit_card,1
22,86784.26,5.0,8725.46,36,5.0,6,0,0.494,0.312,1,RENT,major_purchase,0
46,145484.42,4.1,19180.98,24,6.4,3,1,0.13,0.508,1,MORTGAGE,credit_card,1
46,26066.23,2.1,16688.35,24,6.0,7,2,0.092,0.01,1,MORTGAGE,credit_card,0
55,108546.31,2.9,22899.97,36,13.0,5,0,0.558,0.251,0,MORTGAGE,credit_card,0
29,41658.59,8.0,19733.06,36,12.0,6,0,0.416,0.297,0,MORTGAGE,debt_consolidation,0
46,65600.29,26.5,10231.39,36,5.1,3,0,0.698,0.604,3,RENT,other,0
35,21812.09,7.1,22187.4,36,4.0,6,0,0.453,0.27,1,RENT,credit_card,1
51,72273.97,4.5,12711.0,12,8.1,9,0,0.277,0.321,0,RENT,major_purchase,0
49,17981.13,13.8,12631.19,36,2.3,11,1,0.298,0.517,1,RENT,small_business,1
40,64386.82,0.2,30667.34,36,9.0,4,0,0.747,0.71,3,MORTGAGE,credit_card,1
34,62410.63,5.3,13439.19,36,2.7,6,0,0.577,0.739,1,MORTGAGE,small_business,0
49,60177.52,4.0,10104.8,24,2.1,6,0,0.588,0.527,0,RENT,medical,0
45,36163.28,4.0,29795.99,36,7.2,3,1,0.625,0.251,0,RENT,major_purchase,1
30,73294.41,5.8,11223.4,48,3.8,7,0,0.785,0.315,1,MORTGAGE,credit_card,0
23,67177.58,4.1,5690.65,48,5.4,4,0,0.108,0.235,0,RENT,small_business,1
35,48268.09,12.5,4289.74,36,5.3,2,1,0.381,0.253,1,OWN,credit_card,1
55,78395.18,5.1,10186.73,12,14.7,4,0,0.503,0.469,2,MORTGAGE,other,0
51,51401.25,9.7,8207.76,60,13.8,8,1,0.392,0.382,2,MORTGAGE,credit_card,1
26,72462.72,8.1,20404.05,48,8.3,6,0,0.439,0.063,0,MORTGAGE,debt_consolidation,0
25,50552.43,12.8,7869.97,60,4.7,0,0,0.629,0.422,1,OWN,debt_consolidation,0
52,61033.98,3.4,5059.49,24,10.3,7,1,0.213,0.487,1,MORTGAGE,home_improvement,0
26,74317.19,4.5,10978.6,48,9.0,5,0,0.263,0.729,0,RENT,major_purchase,0
44,43527.49,11.0,4196.29,24,7.1,4,1,0.366,0.579,1,RENT,car,1
31,27484.84,2.8,11301.71,60,14.0,5,0,0.616,0.787,0,RENT,credit_card,1
56,63060.1,6.1,11150.94,36,4.1,7,0,0.541,0.149,3,MORTGAGE,home_improvement,1
30,104210.2,6.3,8875.16,36,11.5,8,0,0.457,0.19,1,MORTGAGE,debt_consolidation,0
51,63865.4,5.1,5084.59,60,2.7,4,0,0.303,0.465,2,RENT,credit_card,1
40,64535.99,5.3,7262.46,36,15.0,6,0,0.062,0.135,3,RENT,credit_card,0
41,52934.11,3.8,9820.15,36,7.6,6,0,0.288,0.156,0,MORTGAGE,major_purchase,0
18,81349.93,1.5,5099.62,24,1.0,5,0,0.033,0.411,0,MORTGAGE,credit_card,0
18,48909.92,0.8,13643.97,36,1.0,4,0,0.433,0.328,1,RENT,other,0
36,42207.6,7.2,15010.89,24,8.2,4,0,0.41,0.4,0,MORTGAGE,small_business,0
41,99500.11,10.4,11522.32,24,8.8,3,3,0.184,0.37,0,OWN,credit_card,0
26,40465.45,1.2,6882.66,48,4.2,1,0,0.277,0.253,0,MORTGAGE,debt_consolidation,0
26,88363.04,8.0,9428.43,24,9.0,8,0,0.247,0.584,0,MORTGAGE,home_improvement,0
44,99534.99,1.5,26647.28,24,6.2,7,0,0.372,0.652,1,RENT,home_improvement,1
44,73994.74,2.2,15503.33,48,4.5,9,0,0.86,0.427,3,RENT,medical,1
36,27253.04,24.9,9918.26,36,9.4,6,1,0.095,0.492,0,MORTGAGE,small_business,0
47,54991.57,8.1,16570.12,36,1.8,4,1,0.295,0.32,0,RENT,home_improvement,0
25,48479.68,5.9,2936.4,48,8.0,4,0,0.307,0.13,1,RENT,medical,0
34,41241.5,6.3,49461.02,36,4.2,7,1,0.334,0.475,3,MORTGAGE,small_business,0
56,58601.37,2.7,5279.64,48,2.1,4,0,0.288,0.254,2,OWN,debt_consolidation,0
39,82707.33,10.3,12890.81,36,4.0,4,0,0.211,0.602,0,RENT,car,1
39,42099.71,9.0,6333.33,60,11.4,3,0,0.179,0.508,2,RENT,major_purchase,0
63,49302.97,5.7,5689.45,60,8.9,3,0,0.443,0.326,1,OWN,debt_consolidation,0
23,47449.33,7.2,20404.7,48,6.0,5,0,0.245,0.228,1,RENT,major_purchase,0
47,102757.7,1.4,10147.34,24,3.1,7,0,0.159,0.364,2,OWN,debt_consolidation,0
56,47032.52,10.6,12093.07,48,4.7,5,0,0.634,0.552,1,RENT,debt_consolidation,1
34,27476.24,4.8,13148.98,48,9.6,3,0,0.471,0.252,1,MORTGAGE,home_improvement,0
47,22802.17,7.1,15674.23,36,9.9,5,0,0.012,0.562,0,OWN,debt_consolidation,0
27,66138.17,4.2,14980.85,24,2.4,7,0,0.038,0.508,0,RENT,other,1
30,35654.3,3.0,18447.67,24,13.0,9,0,0.159,0.507,0,MORTGAGE,major_purchase,0
42,78260.52,5.3,3614.76,36,4.0,3,0,0.457,0.477,0,RENT,home_improvement,0
47,26051.46,10.2,6832.61,24,5.6,2,0,0.332,0.262,2,RENT,debt_consolidation,1
50,40279.52,3.3,6351.86,48,13.0,4,1,0.212,0.052,2,MORTGAGE,small_business,0
55,26060.79,3.7,20543.56,36,1.8,7,0,0.452,0.3,1,OWN,debt_consolidation,0
